,BE1,BE2,DE1,DE2,DE3,DE4,DK1,NL1,NL2,NL3,NL4,NO1,UK1,UK2,UK3,UK4
154,0.12199999999999997,0.10435964346757644,0.06735475641243704,0.029156791633524113,0.0,0.016593124612199913,0.0,0.10457806191925145,0.1060316775728533,0.08770141082229176,0.11480929873707356,0.0,0.07385771341187063,0.0,0.0,0.0480968275447634
155,0.257,0.2321649239206561,0.18028128247117958,0.15906062075710548,0.0,0.03574426067015317,0.0,0.1877030378884901,0.1271388746435383,0.1613072492430316,0.19529101488424044,0.0,0.17245022705766822,0.09134816467438524,0.02833246146844349,0.14352431196914045
156,0.337,0.29773302195761747,0.27190191639333466,0.20443786108901607,0.056686438894492715,0.08877066641200451,0.0,0.22826523750397318,0.05198783564787485,0.06851406489938555,0.1603167791126069,0.0,0.30217053997719884,0.18747646620840966,0.07866657116425432,0.1568600319911275
157,0.335,0.2911202806881106,0.2031920193229371,0.11277073756959938,0.10676639638228058,0.11621148847300883,0.0,0.23601528556549592,0.11032767338811757,0.07482926777178818,0.19033590100390904,0.0,0.3106167649631612,0.20156699004240636,0.13818969236496953,0.1654805210602401
158,0.258,0.2285197392200897,0.16513559102292183,0.09842160418323796,0.07912781133015825,0.10061570729016946,0.003941310678547754,0.18148404157318623,0.03406335514570656,0.0,0.11654651716566798,0.0,0.17484039806221005,0.1544766724037177,0.10829338185551388,0.1867655281331454
159,0.108,0.11844448867187199,0.07984448975445418,0.0,0.0,0.058730921874326644,0.0,0.1155000961230454,0.07088063857718986,0.003439335922621305,0.07332244236899141,0.0,0.07851958892282367,0.05562723457188643,0.07758341212419416,0.16688888404618715
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015618592143010748
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
